100535338638690515335 :percentage:0.0455740578439965 ,percentage_circle:1 intersect_id:102314486331710415915
101541879642294398860 :percentage:0.187368421052632 ,percentage_circle:1 intersect_id:100377074002805362949
101541879642294398860 :percentage:0.191578947368421 ,percentage_circle:1 intersect_id:105152727397304255829
101541879642294398860 :percentage:0.193684210526316 ,percentage_circle:1 intersect_id:101453176163644058102
101541879642294398860 :percentage:0.0968421052631579 ,percentage_circle:0.978723404255319 intersect_id:109102324748021307651
101541879642294398860 :percentage:0.218947368421053 ,percentage_circle:1 intersect_id:105055349205735694321
101541879642294398860 :percentage:0.187368421052632 ,percentage_circle:1 intersect_id:103389009514561941963
101541879642294398860 :percentage:0.191578947368421 ,percentage_circle:1 intersect_id:108082061836897431923
101541879642294398860 :percentage:0.193684210526316 ,percentage_circle:1 intersect_id:116152312902955456959
101541879642294398860 :percentage:0.0968421052631579 ,percentage_circle:0.978723404255319 intersect_id:115364985089494255314
101541879642294398860 :percentage:0.218947368421053 ,percentage_circle:1 intersect_id:110983216869631462009
101541879642294398860 :percentage:0.187368421052632 ,percentage_circle:1 intersect_id:108213664317640387356
101541879642294398860 :percentage:0.191578947368421 ,percentage_circle:1 intersect_id:100807568507069028210
101541879642294398860 :percentage:0.193684210526316 ,percentage_circle:1 intersect_id:108745213259280498437
101541879642294398860 :percentage:0.0968421052631579 ,percentage_circle:0.978723404255319 intersect_id:106205581946199645410
101541879642294398860 :percentage:0.218947368421053 ,percentage_circle:1 intersect_id:106709490770286312384
101541879642294398860 :percentage:0.187368421052632 ,percentage_circle:1 intersect_id:103306819347045846023
101541879642294398860 :percentage:0.191578947368421 ,percentage_circle:1 intersect_id:109574823471323630461
101541879642294398860 :percentage:0.193684210526316 ,percentage_circle:1 intersect_id:115404068900689717439
101541879642294398860 :percentage:0.0968421052631579 ,percentage_circle:0.978723404255319 intersect_id:101628980029707139516
101541879642294398860 :percentage:0.218947368421053 ,percentage_circle:1 intersect_id:107357975438706894911
101541879642294398860 :percentage:0.187368421052632 ,percentage_circle:1 intersect_id:109679217908386012191
101541879642294398860 :percentage:0.191578947368421 ,percentage_circle:1 intersect_id:105555126097777538334
101541879642294398860 :percentage:0.193684210526316 ,percentage_circle:1 intersect_id:109110038452015853225
101541879642294398860 :percentage:0.0968421052631579 ,percentage_circle:0.978723404255319 intersect_id:112178371430110198111
101541879642294398860 :percentage:0.218947368421053 ,percentage_circle:1 intersect_id:103386898634627918834
101541879642294398860 :percentage:0.187368421052632 ,percentage_circle:1 intersect_id:116957030990804631001
101541879642294398860 :percentage:0.191578947368421 ,percentage_circle:1 intersect_id:100638882721610766075
101541879642294398860 :percentage:0.193684210526316 ,percentage_circle:1 intersect_id:117893574627392808269
101541879642294398860 :percentage:0.0968421052631579 ,percentage_circle:0.978723404255319 intersect_id:100413678499727880033
=================
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
101541879642294398860 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0.00255536626916525 ,percentage_circle:0.0155440414507772 intersect_id:112859244767729828637
101626577406833098387 :percentage:0.000851788756388416 ,percentage_circle:0.00476190476190476 intersect_id:101765416973555767821
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:101465854435804471513
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:104560124403688998123
101626577406833098387 :percentage:0.00596252129471891 ,percentage_circle:0.0380434782608696 intersect_id:118254993345625377660
101626577406833098387 :percentage:0.0161839863713799 ,percentage_circle:0.422222222222222 intersect_id:114474252347218597235
101626577406833098387 :percentage:0.00255536626916525 ,percentage_circle:0.0155440414507772 intersect_id:116525969499682780878
101626577406833098387 :percentage:0.000851788756388416 ,percentage_circle:0.00476190476190476 intersect_id:110286587261352351537
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:102472204830503422684
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:113756014567052941747
101626577406833098387 :percentage:0.00596252129471891 ,percentage_circle:0.0380434782608696 intersect_id:100021025784352405813
101626577406833098387 :percentage:0.0161839863713799 ,percentage_circle:0.422222222222222 intersect_id:100300281975626912157
101626577406833098387 :percentage:0.00255536626916525 ,percentage_circle:0.0155440414507772 intersect_id:110933278795835298751
101626577406833098387 :percentage:0.000851788756388416 ,percentage_circle:0.00476190476190476 intersect_id:101336441946387245415
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:102467684150504816942
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:104426521002896211164
101626577406833098387 :percentage:0.00596252129471891 ,percentage_circle:0.0380434782608696 intersect_id:114809488257853535663
101626577406833098387 :percentage:0.0161839863713799 ,percentage_circle:0.422222222222222 intersect_id:117285792439228987098
101626577406833098387 :percentage:0.00255536626916525 ,percentage_circle:0.0155440414507772 intersect_id:102661064435086792298
=================
101626577406833098387 :percentage:0.0106644790812141 ,percentage_circle:0.0673575129533679 intersect_id:102856794076704177243
101626577406833098387 :percentage:0.0164068908941756 ,percentage_circle:0.0952380952380952 intersect_id:102856794076704177243
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:102856794076704177243
101626577406833098387 :percentage:0.0123051681706317 ,percentage_circle:0.0815217391304348 intersect_id:102856794076704177243
101626577406833098387 :percentage:0.000820344544708778 ,percentage_circle:0.00543478260869565 intersect_id:102856794076704177243
101626577406833098387 :percentage:0.000820344544708778 ,percentage_circle:0.0222222222222222 intersect_id:102856794076704177243
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:109045366876404424354
101626577406833098387 :percentage:0.00308641975308642 ,percentage_circle:0.00952380952380952 intersect_id:100000772955143706751
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:115665750785855593951
101626577406833098387 :percentage:0.00154320987654321 ,percentage_circle:0.00543478260869565 intersect_id:113413631123566181546
101626577406833098387 :percentage:0.271604938271605 ,percentage_circle:0.956521739130435 intersect_id:103311768943033199199
101626577406833098387 :percentage:0.0308641975308642 ,percentage_circle:0.444444444444444 intersect_id:116792953962445337353
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:114055975301837030490
101626577406833098387 :percentage:0.00308641975308642 ,percentage_circle:0.00952380952380952 intersect_id:104192099372982491378
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:114979733565079457374
101626577406833098387 :percentage:0.00154320987654321 ,percentage_circle:0.00543478260869565 intersect_id:115017188374689068228
101626577406833098387 :percentage:0.271604938271605 ,percentage_circle:0.956521739130435 intersect_id:106228584043531639037
101626577406833098387 :percentage:0.0308641975308642 ,percentage_circle:0.444444444444444 intersect_id:101989171644896834606
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:100038567648880602892
101626577406833098387 :percentage:0.00308641975308642 ,percentage_circle:0.00952380952380952 intersect_id:112216421543072656709
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:102331548788637072854
101626577406833098387 :percentage:0.00154320987654321 ,percentage_circle:0.00543478260869565 intersect_id:111708439007738547099
101626577406833098387 :percentage:0.271604938271605 ,percentage_circle:0.956521739130435 intersect_id:117453480025743569701
101626577406833098387 :percentage:0.0308641975308642 ,percentage_circle:0.444444444444444 intersect_id:103475991020114516832
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:102080619541485040092
101626577406833098387 :percentage:0.00308641975308642 ,percentage_circle:0.00952380952380952 intersect_id:113875802243710708779
=================
101626577406833098387 :percentage:0.426395939086294 ,percentage_circle:0.870466321243523 intersect_id:110760240619740835290
101626577406833098387 :percentage:0.0177664974619289 ,percentage_circle:0.0333333333333333 intersect_id:116095639022879898171
101626577406833098387 :percentage:0.00253807106598985 ,percentage_circle:1 intersect_id:110760240619740835290
101626577406833098387 :percentage:0.0050761421319797 ,percentage_circle:0.0108695652173913 intersect_id:116095639022879898171
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:110760240619740835290
101626577406833098387 :percentage:0.0050761421319797 ,percentage_circle:0.0444444444444444 intersect_id:116095639022879898171
=================
101626577406833098387 :percentage:0.0148883374689826 ,percentage_circle:0.0310880829015544 intersect_id:
101626577406833098387 :percentage:0.441687344913151 ,percentage_circle:0.847619047619048 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0.406947890818859 ,percentage_circle:0.891304347826087 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0.00993377483443709 ,percentage_circle:0.0155440414507772 intersect_id:
101626577406833098387 :percentage:0.00662251655629139 ,percentage_circle:0.00952380952380952 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0.00662251655629139 ,percentage_circle:0.0108695652173913 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:107115510068587365399
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:111734941979762265995
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:107115510068587365399
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:111734941979762265995
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:107115510068587365399
101626577406833098387 :percentage:0.00641025641025641 ,percentage_circle:0.0444444444444444 intersect_id:111734941979762265995
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:115373164695229116514
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:115373164695229116514
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:115373164695229116514
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:115373164695229116514
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:115373164695229116514
101626577406833098387 :percentage:0.0111111111111111 ,percentage_circle:0.0222222222222222 intersect_id:115373164695229116514
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
101626577406833098387 :percentage:0 ,percentage_circle:0 intersect_id:
=================
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:107155666869509300116
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:118301801570268856235
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:117052107038197839303
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:102855346468155011104
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:116895968072095533315
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:107828564012543852080
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:106143425977005266863
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:109886901283528651599
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:102220865579025018688
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:109122539496160679247
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:111058843129764709244
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:110456453592220725136
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:116772708792764352748
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:109300236710784398026
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:107115519726979385101
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:107198367758220837144
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:114597319730525198453
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:108897363724526154071
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:105735158965333960126
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:113281399439429168625
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:115145812983523155770
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:113685396793399078779
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:100319197841789445348
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:110899709105002539146
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:108417129586581977230
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:103150328351925153314
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:102452280382357513402
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:114893401725193022038
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:101494785673125223598
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:107982618909749811163
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:109599950836957989804
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:104006492522882843765
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:109736705930172082605
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:104671914836231031239
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:100460370350549005348
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:114144561369449816821
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:108478416849454260285
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:101694481642682809522
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:114070067704581747667
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:111454930036450952873
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:108007903544513887227
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:108814866414331647342
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:101399057455678796387
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:115427174005651655317
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:109590423597896078382
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:101995834967238906264
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:117215723373909217592
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:114503806689722509896
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:104825585464283184757
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:103406065947811422330
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:113683207338912869760
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:102774550708079525885
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:102210416669749405961
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:116714549782888329318
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:101604758566835021293
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:110886445140146737204
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:104944128365441598365
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:108801899952694316017
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:106728288712777899597
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:111045659538457768080
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:118370548304204473212
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:103003335364559287111
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:118213841746327585870
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:111737932039524866299
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:117567198141024858378
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:117698165607464864806
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:106110392408709376416
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:102668364885894493476
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:102700271521603579909
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:102146364121034008078
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:105520427462751456186
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:107332232527606860180
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:116278579087001151548
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:105496065140915063217
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:103566565105648833497
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:111305684135920547860
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:101763734752815884363
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:106497803248441574604
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:108317178104639059149
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:102420421725069396072
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:114310432035877573700
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:104250130116253463837
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:102788545466749675750
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:109504007463132729006
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:105119763784866168573
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:107812970798296757235
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:112508589247432380775
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:108651717657234645162
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:116984158806329217347
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:103482597835543369404
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:113234386723830147931
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:114238825882006954970
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:116388205548839459693
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:113986224872404904569
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:114687979362696235677
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:115640615149344329531
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:116231043098725579711
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:101649892839036081330
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:104573298949038834961
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:107238990210724323188
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:116131269863671937386
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:103522260738230890905
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:115652004521466262445
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:112858628232089299093
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:114565690168187360347
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:116296722876243583579
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:112773717352207690783
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:108105536771282620578
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:100819805818533320308
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:118374906259033738482
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:112291524627128635161
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:105980354203966235008
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:114880382644370462862
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:100590113452692854117
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:107329843700868576110
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:116131376648788686380
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:104898587305394183349
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:109667384864782087641
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:102860638159972309034
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:113340344488226387361
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:114248876376551006774
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:114057822098589213611
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:107342445128902420647
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:110184601706552150593
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:108360875093563111274
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:118092360732512220099
102170431816592344972 :percentage:0.026182820395039 ,percentage_circle:1 intersect_id:114898323025971251345
102170431816592344972 :percentage:0.101975195222784 ,percentage_circle:1 intersect_id:115594104267017455006
102170431816592344972 :percentage:0.0592558566835094 ,percentage_circle:1 intersect_id:100232037165721443512
=================
102170431816592344972 :percentage:0 ,percentage_circle:0 intersect_id:
102170431816592344972 :percentage:0 ,percentage_circle:0 intersect_id:
102170431816592344972 :percentage:0 ,percentage_circle:0 intersect_id:
=================
102170431816592344972 :percentage:0 ,percentage_circle:0 intersect_id:
102170431816592344972 :percentage:0 ,percentage_circle:0 intersect_id:
102170431816592344972 :percentage:0 ,percentage_circle:0 intersect_id:
=================
102615863344410467759 :percentage:0.485436893203884 ,percentage_circle:1 intersect_id:108034523839257798935
102615863344410467759 :percentage:0.359223300970874 ,percentage_circle:1 intersect_id:108527329601014444443
