100535338638690515335 :percentage:0 ,percentage_circle:0 intersect_id:116785232980003784802
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
102778563580121606331 :percentage:0.0625 ,percentage_circle:0.142857142857143 intersect_id:
102778563580121606331 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0.0435383552176918 ,percentage_circle:0.79746835443038 intersect_id:111144389496315143142
103236949470535942612 :percentage:0.0946786454733932 ,percentage_circle:0.825301204819277 intersect_id:107231086341030547456
103236949470535942612 :percentage:0.0850034554250173 ,percentage_circle:0.788461538461538 intersect_id:104154510648876236073
103236949470535942612 :percentage:0.0214236351071182 ,percentage_circle:0.424657534246575 intersect_id:110423722073095835246
103236949470535942612 :percentage:0.101589495507947 ,percentage_circle:0.807692307692308 intersect_id:117951052831974893962
103236949470535942612 :percentage:0.0338631651693158 ,percentage_circle:0.890909090909091 intersect_id:115249860954021772424
103236949470535942612 :percentage:0.101589495507947 ,percentage_circle:0.859649122807018 intersect_id:111124930081935539248
103236949470535942612 :percentage:0.0207325501036628 ,percentage_circle:0.666666666666667 intersect_id:115898638478890997015
103236949470535942612 :percentage:0.0172771250863856 ,percentage_circle:0.694444444444444 intersect_id:101401863073301251310
103236949470535942612 :percentage:0.102971665514858 ,percentage_circle:0.861271676300578 intersect_id:104100048721044197927
103236949470535942612 :percentage:0.0718728403593642 ,percentage_circle:0.742857142857143 intersect_id:110831145427311371794
103236949470535942612 :percentage:0.0207325501036628 ,percentage_circle:0.731707317073171 intersect_id:115189217690184894864
103236949470535942612 :percentage:0.0469937802349689 ,percentage_circle:0.715789473684211 intersect_id:103274398541354707265
103236949470535942612 :percentage:0.0103662750518314 ,percentage_circle:0.340909090909091 intersect_id:107187725863982533993
103236949470535942612 :percentage:0.0435383552176918 ,percentage_circle:0.79746835443038 intersect_id:104547122294871942949
103236949470535942612 :percentage:0.0710382513661202 ,percentage_circle:0.164556962025316 intersect_id:118107045405823607895
103236949470535942612 :percentage:0.0218579234972678 ,percentage_circle:0.0240963855421687 intersect_id:104359568476968412848
103236949470535942612 :percentage:0.0163934426229508 ,percentage_circle:0.0192307692307692 intersect_id:106674561143088442070
103236949470535942612 :percentage:0.153005464480874 ,percentage_circle:0.383561643835616 intersect_id:100401708106444405523
103236949470535942612 :percentage:0.0109289617486339 ,percentage_circle:0.010989010989011 intersect_id:106237697616959334118
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:110912055212888170698
103236949470535942612 :percentage:0.00546448087431694 ,percentage_circle:0.00584795321637427 intersect_id:115029186078239273995
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:104279107049574225556
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:116887436546769375688
103236949470535942612 :percentage:0.00546448087431694 ,percentage_circle:0.00578034682080925 intersect_id:103784452522248646050
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:118147897097670149361
103236949470535942612 :percentage:0.00546448087431694 ,percentage_circle:0.024390243902439 intersect_id:101732559467217160653
103236949470535942612 :percentage:0.12568306010929 ,percentage_circle:0.242105263157895 intersect_id:111234552344495202201
103236949470535942612 :percentage:0.109289617486339 ,percentage_circle:0.454545454545455 intersect_id:109838381960700452907
103236949470535942612 :percentage:0.0710382513661202 ,percentage_circle:0.164556962025316 intersect_id:102447055528197599845
103236949470535942612 :percentage:0.0218579234972678 ,percentage_circle:0.0240963855421687 intersect_id:102690447793240190249
103236949470535942612 :percentage:0.0163934426229508 ,percentage_circle:0.0192307692307692 intersect_id:105559429410378216754
103236949470535942612 :percentage:0.153005464480874 ,percentage_circle:0.383561643835616 intersect_id:107123713400808531788
103236949470535942612 :percentage:0.0109289617486339 ,percentage_circle:0.010989010989011 intersect_id:106542726714965514632
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:101584916079355929693
103236949470535942612 :percentage:0.00427960057061341 ,percentage_circle:0.0379746835443038 intersect_id:114045800510530461940
103236949470535942612 :percentage:0.0356633380884451 ,percentage_circle:0.150602409638554 intersect_id:111975224012018194892
103236949470535942612 :percentage:0.0427960057061341 ,percentage_circle:0.192307692307692 intersect_id:103923700544970826249
103236949470535942612 :percentage:0.0199714693295292 ,percentage_circle:0.191780821917808 intersect_id:116610527104514904972
103236949470535942612 :percentage:0.0470756062767475 ,percentage_circle:0.181318681318681 intersect_id:116065573422637185820
103236949470535942612 :percentage:0.00855920114122682 ,percentage_circle:0.109090909090909 intersect_id:107867604773686247488
103236949470535942612 :percentage:0.0328102710413695 ,percentage_circle:0.134502923976608 intersect_id:118255645714452180374
103236949470535942612 :percentage:0.021398002853067 ,percentage_circle:0.333333333333333 intersect_id:114820480752300993890
103236949470535942612 :percentage:0.0156918687589158 ,percentage_circle:0.305555555555556 intersect_id:110945896776944314708
103236949470535942612 :percentage:0.0328102710413695 ,percentage_circle:0.132947976878613 intersect_id:114045800510530461940
103236949470535942612 :percentage:0.0513552068473609 ,percentage_circle:0.257142857142857 intersect_id:111975224012018194892
103236949470535942612 :percentage:0.014265335235378 ,percentage_circle:0.24390243902439 intersect_id:103923700544970826249
103236949470535942612 :percentage:0.00570613409415121 ,percentage_circle:0.0421052631578947 intersect_id:116610527104514904972
103236949470535942612 :percentage:0.0128388017118402 ,percentage_circle:0.204545454545455 intersect_id:116065573422637185820
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103236949470535942612 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0.00305810397553517 ,percentage_circle:0.0103092783505155 intersect_id:
103892332449873403244 :percentage:0.00305810397553517 ,percentage_circle:0.0103092783505155 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:110017368500171232279
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:106872777102433874475
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:110157414377198105218
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:113595894611761341366
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:106336726433573630485
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:108504616971025271088
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:118207395887120689851
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:117977412689467568448
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:118348984209869817540
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:112784136804257638761
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:100989169012452311372
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:109075070074213177080
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:118196572751899798724
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:105477406686334898134
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:109212329629106727066
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:101397318108641436250
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:108083272721765225284
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:110937137992985950150
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:109883483140737373100
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:109028881349035872966
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:101382496830898085076
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:101351919605042348854
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:109794487916918540841
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:105023731188188033362
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:115214265339017947185
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:107581497712936227110
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:109927706849222789374
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:110812241333865277045
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:117402580960055576589
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:115691035443664072989
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:111367291029457832405
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:118440327910740672625
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:114042342830711912508
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:102025379358180337062
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:112048099585645667134
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:106589965090626557212
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:103360091079716938496
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:116994455135514309024
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:107065339923825622006
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:108007602799240375190
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:101552783029166941327
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:109110205573592232889
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:102159967752475819521
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:103731103757111012178
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:118144917538939902639
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:100754252785098477445
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:117475908156495796855
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:108501731693903877744
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:110660579283252902668
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:112744369506738672102
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:105933524698823622971
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:117753805927409392397
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:102076517544897970780
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:117058952433595793180
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:102279119858460837115
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:101637711375846054466
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:102291605455254970628
103892332449873403244 :percentage:0.07981220657277 ,percentage_circle:0.885416666666667 intersect_id:103821331213073943060
103892332449873403244 :percentage:0.0300469483568075 ,percentage_circle:0.82051282051282 intersect_id:111063099176033654202
103892332449873403244 :percentage:0.0591549295774648 ,percentage_circle:0.875 intersect_id:106223043154656799433
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:104211661267084076773
103892332449873403244 :percentage:0.0779342723004695 ,percentage_circle:0.855670103092783 intersect_id:115686279989593203494
103892332449873403244 :percentage:0.0028169014084507 ,percentage_circle:0.6 intersect_id:110452714059350327330
103892332449873403244 :percentage:0.0212765957446809 ,percentage_circle:0.134020618556701 intersect_id:112687569677387190924
103892332449873403244 :percentage:0.0212765957446809 ,percentage_circle:0.134020618556701 intersect_id:116381068480665236178
103892332449873403244 :percentage:0.00327332242225859 ,percentage_circle:0.4 intersect_id:111710109726640964502
103892332449873403244 :percentage:0.0180032733224223 ,percentage_circle:0.114583333333333 intersect_id:102153306656800368244
103892332449873403244 :percentage:0.0114566284779051 ,percentage_circle:0.179487179487179 intersect_id:103593770167172799349
103892332449873403244 :percentage:0.0147299509001637 ,percentage_circle:0.125 intersect_id:113328944884557388573
103892332449873403244 :percentage:0.0212765957446809 ,percentage_circle:0.134020618556701 intersect_id:114448787303148118821
103892332449873403244 :percentage:0.0212765957446809 ,percentage_circle:0.134020618556701 intersect_id:104711856934348386435
103892332449873403244 :percentage:0.00327332242225859 ,percentage_circle:0.4 intersect_id:104976861246672235889
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
103892332449873403244 :percentage:0 ,percentage_circle:0 intersect_id:
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:106421070409350831485
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:101235614191418016987
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:112256976927211772102
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:115850133467466647489
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:101952053161821265435
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:103246883219045288169
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:108040997812273248426
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:105700644769602664656
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:115297426438223200523
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:105597572471958045298
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:115960289873597934410
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:114327060758605325375
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:102862269547490042914
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:116789266528489444982
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:109608014041082800532
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:115469182999078714171
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:115813622695808447434
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:106971463833584962380
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:101548982419911258383
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:112080220551018368303
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:117741579404328281849
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:104074617378855621051
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:108336622077405623796
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:107695052053552030326
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:112219009072747316920
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:103648233079626060098
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:110031480103193850235
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:106378859941188335465
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:101108320774633423479
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:116709532913592625856
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:106042618946409301937
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:102424356546794594027
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:110917067026077783562
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:105016010889941821112
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:117900415303048359423
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:109265846405935279111
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:107848683209550177343
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:117107557359773456528
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:108385791833720036039
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:114305733748810504505
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:112709867194009616506
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:104971996993460932455
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:106806621549101550635
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:100679131071077043250
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:106328002211143837917
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:113924468140133925897
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:107329524188272203208
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:112572972737029057357
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:114187591484113256592
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:101161895797466267779
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:106159891869506816561
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:110048807033387957957
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:112342236713457244164
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:111889635481439219891
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:108459163233893424489
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:101547461460339004541
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:118188105735019800013
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:111709556825877075830
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:100656329683658494138
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:111037761398675142637
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:102359102039767057917
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:113343688023183976298
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:114492733511564479374
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:103360298993928895085
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:100343954739488270232
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:113040692760846195842
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:103516101477675354956
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:115132224342326007174
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:117736443193688427534
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:100122119025236996735
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:108630357553473027693
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:113486258565133169866
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:107564912059555527808
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:101643413120536885708
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:118431479040696721062
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:110498109241658610003
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:103013678024764949723
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:111872052773595344587
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:100004700684642451003
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:101242757177290190603
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:110077141419510454119
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:115830287230580546083
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:105442373415337158364
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:110133871181097955483
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:109706630556230867331
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:104108809944586870787
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:108136313320483064854
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:111985521572154217593
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:114440532784581528809
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:111124881102876897182
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:100739932808139435599
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:113201918008220228286
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:104210518384862189612
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:108247731133517029005
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:103638418712895743766
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:110605611100382960881
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:114340512670253039461
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:112063007341469150840
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:114464029173743123204
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:100140238308766471818
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:111811098242807577664
104105354262797387583 :percentage:0.53125 ,percentage_circle:1 intersect_id:115867713418705857896
104105354262797387583 :percentage:0.783482142857143 ,percentage_circle:1 intersect_id:103979136728895938497
104105354262797387583 :percentage:0.823660714285714 ,percentage_circle:1 intersect_id:101910087160990319999
104105354262797387583 :percentage:0.189732142857143 ,percentage_circle:1 intersect_id:117265236882380184775
104105354262797387583 :percentage:0.792410714285714 ,percentage_circle:1 intersect_id:109382394062299560880
104105354262797387583 :percentage:0.604910714285714 ,percentage_circle:1 intersect_id:106755474122461446405
104105354262797387583 :percentage:0.881696428571429 ,percentage_circle:1 intersect_id:113766942306819721122
104105354262797387583 :percentage:0.486607142857143 ,percentage_circle:1 intersect_id:108951935372607413059
104105354262797387583 :percentage:0.685267857142857 ,percentage_circle:1 intersect_id:117997454598890656184
104105354262797387583 :percentage:0.613839285714286 ,percentage_circle:1 intersect_id:117788155377265428209
